人物,传统,现标v1,对象域v2,语句
笛卡尔,西方,A,自我,良知是世界上分配得最公平的东西，因为每个人对自己享有的那一份都那么满意。——《谈谈方法》第一部分〔意译〕
慧能,中国,A,自我,口说善，心不善，即是凡夫；口说善，心行善，即是解脱。——《坛经》（敦煌本）
惠施,中国,B,世界,南方无穷而有穷。——《庄子·天下》（历物十事之六）
马可·奥勒留,西方,B,世界,死亡不过是自然的一种运行，是物质元素的分解。——《沉思录》卷五·13
王弼,中国,A,自我,身没而道犹存。——《老子注·三十三章》
萨特,西方,A,自我,恶心（la Nausée）是对自身偶然存在的觉察。——《恶心》〔译〕
嵇康,中国,A,自我,导养得理，以尽性命。——《养生论》
奥古斯丁,西方,A,自我,幸福的生命，正是以真理为乐。——《忏悔录·10·23》〔译〕
程颐,中国,A,自我,性即理也。天下之理，原有所自来，顺之则易，逆之则难。——《遗书》卷二十二上
克尔凯郭尔,西方,A,自我,人至死都未曾成为自己，是最深的绝望。——《致死的疾病》（Anti-Climacus）〔译〕
商鞅,中国,B,他者,故圣人为法，必使之明白易知。——《商君书·定分》
公孙龙,中国,A,符号,至矣哉，古之明王！审其名实，慎其所谓。——《公孙龙子·名实论》
巴门尼德,西方,B,世界,他们首先构想出广漠的天穹之形，而后是环绕的大地。——〔译〕《论自然》残篇 DK B13（辛普里丘转引）
孔子,中国,A,自我,君子喻于义，小人喻于利。——《论语·里仁》
陆九渊,中国,B,自我,为学有讲明，有践履。——《语录》
巴门尼德,西方,B,世界,太阳被以太的牵引所约束，不得越出轨道。——〔译〕《论自然》残篇 DK B18（辛普里丘转引）
克里希那穆提,印度,B,他者,当你说「我的国家」，你已把人类分割。——《克里希那穆提讲演录》〔译〕
程颐,中国,B,符号,善言天者，必有征于人；善言古者，必有验于今。——《遗书》卷二十五
荀子,中国,B,他者,人无礼则不生，事无礼则不成，国家无礼则不宁。——《荀子·修身》
罗素,西方,A,他者,恐惧，是宗教与专制共同的根基，也是我一生力图驱除的内心阴影。——《为什么我不是基督徒》〔意译〕
苏格拉底,西方,A,自我,灵魂的疾病——不义与无知——比身体的疾病更严重。——柏拉图《克力同篇》47d 以下〔译〕※
道元,日本,A,自我,若人求佛，当知佛即汝之修行。——《正法眼藏·仏法》
莱布尼茨,西方,A,符号,理性的运用使人从混乱知觉上升为清楚知觉。——《单子论》第27节〔意译〕
罗素,西方,A,自我,逃避烦闷，是现代人诸多愚蠢行为的根源。——《幸福之路》〔译〕
阿奎那,西方,A,自我,审慎是行动中的正确理性；它教人在具体处境中择善。——《神学大全·II-II·q.47·a.4》〔译〕
老子,中国,A,自我,自见者不明，自是者不彰，自伐者无功，自矜者不长。——《道德经·第二十四章》
孔子,中国,B,他者,君子之德风，小人之德草。草上之风，必偃。——《论语·颜渊》
萨特,西方,B,自我,上帝之死，把人抛回自身的全部责任。——《存在主义是一种人道主义》〔意译〕
康德,西方,A,自我,一个诚实的人，宁可承受不公，也不以谎言逃避。——《论出于道德理由说谎的所谓权利》（1797）〔译〕
释迦牟尼,印度,B,世界,谁造世间？爱、取、有，造作世间，非梵天、非自在天。——《长阿含经·大缘方便经》
加缪,西方,B,符号,真理若被用来杀人，便不再是真理。——《反抗者》〔意译〕
孙子,中国,B,他者,知可以战与不可以战者胜，识众寡之用者胜，上下同欲者胜，以虞待不虞者胜，将能而君不御者胜。——《孙子兵法·谋攻篇》
莱布尼茨,西方,A,自我,每一个心灵都是一面以自己观点反映宇宙之镜。——《单子论》第83节〔意译〕
周敦颐,中国,B,世界,二气交感，化生万物。万物生生，而变化无穷焉。——《太极图说》
王夫之,中国,B,他者,兵者，国之大事，不可不慎。——《读通鉴论》 〔意译〕
安萨里,伊斯兰波斯,B,自我,善行之价，在诚不在多。——《宗教学科的复兴》〔译〕
王弼,中国,A,世界,致虚，物之极；守静，物之真正也。——《老子注·十六章》
王夫之,中国,B,他者,郡县之制，垂二千年而弗能改矣，合古今上下皆安之。——《读通鉴论·卷一》
维特根斯坦,西方,B,世界,逻辑充满世界；世界的界限亦是逻辑的界限。——《逻辑哲学论》5.61〔译〕
王阳明,中国,B,同一,圣人与天地民物同体，儒、佛、老、庄皆吾之用。——《传习录》下
商鞅,中国,B,他者,民不逃粟，野无荒草，则国富。——《商君书·垦令》
阿奎那,西方,A,自我,良知是理性之于行为之应用；它告诉我们何者为当行。——《神学大全·I-II·q.94·a.1》〔译〕
叔本华,西方,B,自我,名声，是迟到且常被错置的奖赏。——《附录与补遗·人生的智慧》〔译〕
雅斯贝尔斯,西方,B,自我,哲学的任务是唤醒人对临界处境的自觉。——《哲学》〔意译〕
庄子,中国,B,世界,至德之世，同与禽兽居，族与万物并。——《庄子·马蹄》
周敦颐,中国,A,自我,邪动，辱也；甚焉，害也。——《通书·慎动》
马可·奥勒留,西方,B,世界,宇宙即变化，生命即意见。——《沉思录》卷四·3
慧能,中国,B,符号,善知识，何名般若？般若者，唐言智慧也。——《坛经》（敦煌本）
龙树,印度,A,自我,若人执有我，则堕常边；执无我为空，则堕断边；离断常，见中道。——《中论·观本际品》〔意译〕
德谟克利特,西方,A,自我,德性不在于身体的力气，而在于意志的决断。——〔译〕《残篇》DK B45（斯托拜乌斯转引）
福柯,西方,A,自我,我把批评当作对自己的练习。——《言与文》〔意译〕
帕斯卡,西方,A,自我,人最大的病，是想统治一切却得不到安宁。——《思想录》L164〔意译〕
赫拉克利特,西方,B,符号,尽管这言说（logos）真实常在，人们却总像初次听闻般无所领悟。——〔译〕《残篇》DK B2（克莱门《杂记》转引）
黑格尔,西方,B,自我,否定之否定，是精神返回自身的运动。——《逻辑学》〔译〕
亚里士多德,西方,B,他者,公民资格，在于参与城邦的议事与审判。——〔译〕《政治学》1278a—b
熊十力,中国,A,自我,良知是自家底明灯。——《十力语要·卷三》 〔意译〕
萨特,西方,B,他者,注视：他人的目光把我对象化为「为他的存在」。——《存在与虚无》〔译〕
克里希那穆提,印度,A,自我,认识自己，不是积累知识，而是时时刻刻的觉察。——《人生中不可不想的事》〔译〕
安萨里,伊斯兰波斯,B,他者,群体若无共识与法，则散如沙。——《宗教学科的复兴》〔译〕
巴门尼德,西方,B,世界,太阳与月亮，循着必然的轨道轮转不息。——〔译〕《论自然》残篇 DK B18（辛普里丘转引）
吉田兼好,日本,A,自我,自省一日，胜读书十年。——《徒然草》〔译〕
黑格尔,西方,B,世界,矛盾，是事物进展的动力。——《逻辑学》〔译〕
马可·奥勒留,西方,B,自我,人生如同戏剧，你只需演好分配给你的角色。——《沉思录》卷六·15〔意译〕
马可·奥勒留,西方,B,自我,我做对别人有益的事，这本身就是我的收获。——《沉思录》卷五·6〔意译〕
克尔凯郭尔,西方,B,自我,历史不会重复，因为个体不可重复。——《日记》（Papirer）〔译〕
马克思,西方,A,自我,自我异化的人，把类生活变成维持个体生存的手段。——《1844年经济学哲学手稿》〔译〕
福柯,西方,B,符号,作者功能，是一种限制文本意义的制度性建构。——《什么是作者》〔译〕
朱熹,中国,B,自我,问：「尽心、知性、知天」，何也？曰：「心者，主乎性者也；性者，心之理也。」——《孟子集注》
王阳明,中国,B,他者,道，天下之公道也；学，天下之公学也。非朱子可得而私也，非孔子可得而私也。——《答罗整庵少宰书》
雅斯贝尔斯,西方,A,自我,我必须在「好像」中行动，尽管没有绝对根据。——《哲学》〔意译〕
亚里士多德,西方,B,符号,理论科学最为精确、最为自足，高于实践的与创制的。——〔译〕《形而上学》1025b—1026a
慧能,中国,B,自我,善知识，莫闻吾说空，便即著空。——《坛经》（敦煌本）
黄宗羲,中国,B,他者,古者以天下为主，君为客；凡君之所毕世而经营者，为天下也。——《明夷待访录·原君》
郭象,中国,B,他者,在上者，患于不能无为，而代人臣之所司。——《庄子注·天道》
僧肇,中国,A,符号,是以般若之与真谛，言用即同而异，言寂即异而同。——《般若无知论》
伊壁鸠鲁,西方,A,世界,自然所赐的财富有限而易于获得，虚妄幻想的财富则无穷无尽。——〔译〕《主要学说》KD 15
巴门尼德,西方,B,世界,以太是最轻、最纯者，居于天界最外。——〔译〕《论自然》残篇 DK B10（辛普里丘转引）
程颢,中国,A,自我,与其是内而非外，不若内外之两忘也。——《定性书》
萨特,西方,B,他者,他人即地狱。——戏剧《禁闭》（Huis clos）〔译〕（出自剧本而非哲学论著）
密尔,西方,A,自我,把一生交给习俗，是对自我的背叛。——《论自由·第三章》〔译〕
雅斯贝尔斯,西方,A,自我,对自己的诚实，是哲学思考的起点。——《论真理》〔意译〕
公孙龙,中国,B,符号,故离也者，天下之故，独而正。——《公孙龙子·坚白论》
尼采,西方,B,符号,我们不是从「善」中推出「恶」，而是反过来：从「恶」的概念出发，追溯出「善」的建构。——《论道德的谱系》〔意译〕
叔本华,西方,A,自我,把每一天，当作独立的生命来活。——《附录与补遗·人生的智慧》〔译〕
加缪,西方,B,他者,他人的自由，是反抗者不可逾越的红线。——《反抗者》〔译〕
李贽,中国,B,自我,天下之至文，未有不出于童心焉者也。——《焚书·童心说》
亚里士多德,西方,B,符号,诗比历史更富哲理：诗言普遍，史记个别。——〔译〕《诗学》1451a—b
王阳明,中国,B,同一,明明德者，立其天地万物一体之体也。——《大学问》
雅斯贝尔斯,西方,B,符号,真理要求「可交往性」，孤立的宣称不是真理。——《论真理》〔译〕
陆九渊,中国,B,他者,尧舜与途人一，圣人与凡人一。——《语录》（卷二十二）
叔本华,西方,A,自我,人应当学会与自己相处，这是一切修养之母。——《附录与补遗·论独处》〔译〕
马克思,西方,A,他者,人创造环境，同样，环境也创造人。——《德意志意识形态》〔译〕
孙子,中国,A,他者,明主虑之，良将修之。——《孙子兵法·火攻篇》
康德,西方,B,他者,国家，是许多人依据法权法则的联合。——《道德形而上学·法权论》〔译〕
